system:index,Date_str,WaterPlane,bmaxGeeGrd,bmaxSnapRtc,edgeGeeGrd,edgeSnapRtc,latitude_209564535,lc,longitude_209564535,.geo
0_00000000000000000009_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.87867706857718,24.297317394515375]}"
0_0000000000000000000a_0,2019-07-16,0,0,0,0,0,,6,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.88819921058884,24.29435295407778]}"
0_0000000000000000000b_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.87939572080447,24.292825818094776]}"
0_0000000000000000000c_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.85020047407059,24.290939355998127]}"
0_0000000000000000000d_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.84552923459317,24.290759692941304]}"
0_0000000000000000000f_0,2019-07-16,0,0,0,0,0,,6,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.86062093136637,24.281147719401226]}"
0_00000000000000000011_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.89808067871415,24.278452773548864]}"
0_00000000000000000012_0,2019-07-16,0,0,0,0,0,,6,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.95997460179,24.301449644822323]}"
0_00000000000000000013_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.9592559495627,24.30028183495297]}"
0_00000000000000000014_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.98521726127375,24.296868236873316]}"
0_00000000000000000015_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.95368639480115,24.292825818094776]}"
0_00000000000000000016_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.9232335066695,24.290849524469714]}"
0_00000000000000000017_0,2019-07-16,0,0,0,0,0,,7,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.91910125636255,24.28824441014577]}"
0_00000000000000000018_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.92898272448787,24.28743592639006]}"
0_00000000000000000019_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.94928464990898,24.287525757918473]}"
0_0000000000000000001a_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.97821040205761,24.28554946429341]}"
0_0000000000000000001b_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.93248615409594,24.280339235645517]}"
0_0000000000000000001c_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.90625534779964,24.276745974509037]}"
0_00000000000000000284_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.21715769335157,22.23083291492683]}"
0_00000000000000000285_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.16245029254868,22.213225935358086]}"
0_00000000000000000286_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1867048052199,22.19768508094282]}"
0_00000000000000000287_0,2019-07-16,0,0,0,0,0,,9,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18463868006643,22.196607102601874]}"
0_00000000000000000288_0,2019-07-16,0,0,0,0,0,,9,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.17951828294696,22.1960681134314]}"
0_00000000000000000289_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.17394872818541,22.191935863124453]}"
0_0000000000000000028a_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.17960811447537,22.182503552641197]}"
0_0000000000000000028b_0,2019-07-16,0,1,1,1,1,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18877093037338,22.173340736743178]}"
0_0000000000000000028c_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18948958260069,22.146121783634356]}"
0_0000000000000000028d_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18203356574249,22.13929458747505]}"
0_0000000000000000028e_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1641570915885,22.137138630793164]}"
0_0000000000000000028f_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19128621316892,22.13192840214527]}"
0_00000000000000000290_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18661497369149,22.12060962956536]}"
0_00000000000000000291_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.17861996766284,22.106506079604685]}"
0_000000000000000002ab_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.06677971478996,22.44948285508152]}"
0_000000000000000002ac_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.14322634546852,22.450740496479288]}"
0_000000000000000002ae_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.10630558729122,22.44301498503586]}"
0_000000000000000002b0_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11304295192211,22.434480989836725]}"
0_000000000000000002b2_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.09363934178512,22.424958847825057]}"
0_000000000000000002b3_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.14798741647435,22.421545249745403]}"
0_000000000000000002b9_0,2019-07-16,0,1,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.10909036467199,22.38821775270457]}"
0_000000000000000002bc_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.13954325280363,22.380312578204315]}"
0_000000000000000002be_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.13433302415574,22.37635999095419]}"
0_000000000000000002bf_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.14053139961617,22.37366504510183]}"
0_000000000000000002c2_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11187514205275,22.370251447022177]}"
0_000000000000000002c3_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.08447652588711,22.36261576710716]}"
0_000000000000000002c4_0,2019-07-16,0,0,0,0,0,,13,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.08007478099492,22.359651326669567]}"
0_000000000000000002c5_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11259379428004,22.35920216902751]}"
0_000000000000000002c6_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.08824945008041,22.35758520151609]}"
0_000000000000000002c7_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.09408849942719,22.356866549288796]}"
0_000000000000000002c8_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.12373290380313,22.35147665758408]}"
0_000000000000000002c9_0,2019-07-16,0,1,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.13882460057634,22.345727439765714]}"
0_000000000000000002ca_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1054971035355,22.344829124481596]}"
0_000000000000000002cb_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.12885330092261,22.344739292953182]}"
0_000000000000000002cd_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11771419139953,22.33997822194735]}"
0_000000000000000002ce_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.15310781359383,22.329018775481092]}"
0_000000000000000002cf_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.09561563541018,22.324976356702553]}"
0_000000000000000002d0_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.13226689900226,22.323718715304786]}"
0_000000000000000002d1_0,2019-07-16,0,1,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.06965432369914,22.321023769452427]}"
0_000000000000000002d3_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.13577032861033,22.319586464997837]}"
0_000000000000000002d4_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11403109873464,22.31599320386136]}"
0_000000000000000002d5_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.13586016013875,22.314376236349943]}"
0_000000000000000002d7_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.0843866943587,22.306650724906515]}"
0_000000000000000002d8_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.15194000372448,22.301979485429094]}"
0_000000000000000002dc_0,2019-07-16,0,0,0,0,0,,12,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.07055263898326,22.27880295109881]}"
0_000000000000000002e5_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.15544343333255,22.45092015953611]}"
0_000000000000000002e6_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.21697803029474,22.446159088530276]}"
0_000000000000000002e7_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.24509529868767,22.44211666975174]}"
0_000000000000000002e8_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.23162056942589,22.43151654939913]}"
0_000000000000000002e9_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.21203729623208,22.429270761188832]}"
0_000000000000000002ea_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.26045649004612,22.419838450705576]}"
0_000000000000000002eb_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.16640287979881,22.416694347211156]}"
0_000000000000000002ec_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.2302730964997,22.40537557463125]}"
0_000000000000000002ed_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.23305787388048,22.404836585460778]}"
0_000000000000000002ee_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18086575587313,22.39980601986971]}"
0_000000000000000002ef_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.21841533474932,22.395044948863877]}"
0_000000000000000002f0_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18688446827673,22.393607644409286]}"
0_000000000000000002f1_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.25282081013111,22.38722960589204]}"
0_000000000000000002f2_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18706413133356,22.38606179602268]}"
0_000000000000000002f3_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18284204949819,22.381121061960023]}"
0_000000000000000002f4_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.23871726017043,22.37815662152243]}"
0_000000000000000002f5_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.16236046102027,22.372317572175653]}"
0_000000000000000002f6_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19694559945887,22.370431110079]}"
0_000000000000000002f7_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.22102044907328,22.369083637152823]}"
0_000000000000000002f8_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.2091626873229,22.36629885977205]}"
0_000000000000000002f9_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.24886822288099,22.362346272521926]}"
0_000000000000000002fa_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.23817827099995,22.360459810425276]}"
0_000000000000000002fb_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.21536106278332,22.35794452762974]}"
0_000000000000000002fc_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.20718639369784,22.356237728589914]}"
0_000000000000000002fd_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19721509404411,22.35426143496485]}"
0_000000000000000002fe_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1761046848673,22.350488510771548]}"
0_000000000000000002ff_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.24258001589214,22.34276299932812]}"
0_00000000000000000300_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1618214718498,22.337103613038167]}"
0_00000000000000000301_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.16523506992945,22.336025634697226]}"
0_00000000000000000302_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.21284577998779,22.322820400020667]}"
0_00000000000000000303_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.22290691116993,22.32255090543543]}"
0_00000000000000000304_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.16613338521357,22.320933937924018]}"
0_00000000000000000305_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.22389505798246,22.31428640482153]}"
0_00000000000000000306_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.21706786182315,22.302787969184802]}"
0_00000000000000000307_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.21320510610144,22.300721844031326]}"
0_00000000000000000308_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18706413133356,22.29955403416197]}"
0_00000000000000000309_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.17942845141854,22.29721841442326]}"
0_0000000000000000030a_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.17224192914559,22.294613300099314]}"
0_0000000000000000030b_0,2019-07-16,0,1,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19721509404411,22.291738691190133]}"
0_0000000000000000030c_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18302171255502,22.286887788655886]}"
0_0000000000000000030d_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19002857177115,22.284013179746704]}"
0_0000000000000000030e_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19469981124857,22.2824860437637]}"
0_0000000000000000030f_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.07055263898326,22.548746693976728]}"
0_00000000000000000310_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.12094812642236,22.534014323317166]}"
0_00000000000000000311_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.12930245856467,22.529343083839745]}"
0_00000000000000000312_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.10289198921156,22.52539049658962]}"
0_00000000000000000313_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11214463663799,22.523863360606615]}"
0_00000000000000000314_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.07333741636403,22.52215656156679]}"
0_00000000000000000315_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.08806978702358,22.519731110299666]}"
0_00000000000000000316_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.07136112273896,22.51119711510053]}"
0_00000000000000000317_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1107073321834,22.50895132689023]}"
0_00000000000000000318_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11987014808142,22.506705538679935]}"
0_0000000000000000031b_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.07432556317656,22.489907042866896]}"
0_0000000000000000031c_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.10423946213774,22.47535433526416]}"
0_0000000000000000031d_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.14619078590611,22.474456019980042]}"
0_0000000000000000031e_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.08025444405175,22.465383035610436]}"
0_00000000000000000320_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.12292442004743,22.46044230154778]}"
0_00000000000000000321_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.23054259108494,22.503651266713927]}"
0_00000000000000000322_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18877093037338,22.502213962259336]}"
0_00000000000000000323_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.2723142517965,22.50338177212869]}"
0_00000000000000000324_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.15319764512225,22.499608847935388]}"
0_00000000000000000325_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19371166443604,22.49915969029333]}"
0_00000000000000000326_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.16882833106592,22.494308787759085]}"
0_00000000000000000327_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.20889319273766,22.4854154664463]}"
0_00000000000000000328_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.25452760917094,22.4854154664463]}"
0_00000000000000000329_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.20386262714659,22.482361194480294]}"
0_0000000000000000032a_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.2392562493409,22.47571366137781]}"
0_0000000000000000032b_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19218452845304,22.4673593292355]}"
0_0000000000000000032c_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19910155614076,22.464844046439964]}"
0_0000000000000000032d_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.22775781370417,22.458466007922716]}"
0_00000000000000000385_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.94227321641098,23.707663242019322]}"
0_00000000000000000386_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.00389764490158,23.70712425284885]}"
0_00000000000000000388_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.96823452812204,23.69876992070654]}"
0_0000000000000000038d_0,2019-07-16,0,0,0,0,0,,7,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.08160191697793,23.684217213103803]}"
0_0000000000000000038f_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.96032935362179,23.680174794325264]}"
0_00000000000000000390_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.93948843903021,23.677929006114965]}"
0_00000000000000000391_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.94829192881458,23.675503554847843]}"
0_00000000000000000393_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.9664378975538,23.671640799126127]}"
0_00000000000000000394_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.97784650166211,23.667418717290765]}"
0_00000000000000000395_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.97928380611671,23.66562208672253]}"
0_00000000000000000397_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.98458386629302,23.66157966794399]}"
0_0000000000000000039d_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.15849770529856,23.672898440523895]}"
0_0000000000000000039e_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1700859724637,23.663735624625875]}"
0_0000000000000000039f_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1513111830256,23.641098079466065]}"
0_000000000000000003a0_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1558027594462,23.638852291255766]}"
0_000000000000000003a1_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.96428194087191,23.718892183070814]}"
0_000000000000000003f0_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.90347057041888,24.273422207957797]}"
0_000000000000000003f2_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.90014680386763,24.270457767520202]}"
0_000000000000000003f6_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.8547818820196,24.262462761491538]}"
0_000000000000000003fd_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.90086545609493,24.246203254848975]}"
0_000000000000000003ff_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.86852610586662,24.242160836070436]}"
0_00000000000000000401_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.87616178578165,24.23955572174649]}"
0_00000000000000000403_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.77051990836918,24.235603134496365]}"
0_00000000000000000407_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.90023663539604,24.235153976854303]}"
0_0000000000000000040a_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.84418176166699,24.22626065554152]}"
0_00000000000000000410_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.83753422856451,24.220062280081095]}"
0_00000000000000000412_0,2019-07-16,0,0,0,0,0,,6,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.87975504691812,24.21646901894462]}"
0_00000000000000000413_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.87220919853152,24.215930029774146]}"
0_00000000000000000416_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.82316118401859,24.210719801126253]}"
0_00000000000000000417_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.77240637046583,24.203982436495355]}"
0_0000000000000000041b_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.88352797111142,24.199850186188407]}"
0_0000000000000000041c_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.80196094331338,24.196526419637166]}"
0_00000000000000000420_0,2019-07-16,0,0,0,0,0,,8,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.87571262813958,24.187004277625498]}"
0_00000000000000000422_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.83897153301909,24.182782195790136]}"
0_00000000000000000424_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.85118862088312,24.177482135613833]}"
0_00000000000000000426_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.81759162925705,24.17415836906259]}"
0_00000000000000000427_0,2019-07-16,0,0,0,0,0,,10,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.78650992042651,24.17236173849435]}"
0_00000000000000000428_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.8428342887408,24.171283760153408]}"
0_00000000000000000429_0,2019-07-16,0,0,0,0,0,,5,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.84669704446252,24.171373591681817]}"
